X.1,X,respondent_id,gender,age,height,children_under_18,household_income,education,location,frequency,recline_frequency,recline_obligation,recline_rude,recline_eliminate,switch_seats_friends,switch_seats_family,wake_up_bathroom,wake_up_walk,baby,unruly_child,two_arm_rests,middle_arm_rest,shade,unsold_seat,talk_stranger,get_up,electronics,smoked,edu,NAcount,nrecline_rude,ngender
882,882,3432042001,Female,18-29,"5'6""",FALSE,"$50,000 - $99,999",High school degree,Mountain,Once a month or less,Usually,TRUE,Somewhat,FALSE,No,No,No,Somewhat,Somewhat,Very,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Twice,TRUE,FALSE,0,0,2,1
883,883,3432026203,Male,30-44,"6'0""",TRUE,"$50,000 - $99,999",Bachelor degree,West South Central,Once a year or less,Once in a while,FALSE,Somewhat,FALSE,No,No,No,No,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,TRUE,FALSE,1,0,2,2
884,884,3432019714,Female,45-60,"5'5""",FALSE,"$25,000 - $49,999",High school degree,East South Central,Once a year or less,Never,TRUE,No,FALSE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,FALSE,FALSE,0,0,1,1
885,885,3432002937,Male,45-60,NA,NA,NA,Graduate degree,South Atlantic,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,NA,2
886,886,3432000900,Female,18-29,"5'4""",FALSE,NA,Some college or Associate degree,Pacific,Once a year or less,Once in a while,TRUE,No,FALSE,No,No,No,Very,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,TRUE,FALSE,1,1,1,1
887,887,3431998894,Male,> 60,"5'7""",FALSE,NA,Graduate degree,East North Central,Once a year or less,Never,TRUE,Somewhat,FALSE,No,No,Somewhat,Somewhat,No,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,FALSE,FALSE,1,1,2,2
888,888,3431991453,Female,18-29,NA,NA,NA,High school degree,East North Central,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,NA,1
889,889,3431987978,Female,18-29,"5'4""",TRUE,"$25,000 - $49,999",Some college or Associate degree,Pacific,Once a year or less,Never,TRUE,Somewhat,TRUE,No,No,Somewhat,Somewhat,Somewhat,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,0,2,1
890,890,3431985765,Female,18-29,"5'7""",FALSE,"$50,000 - $99,999",High school degree,Pacific,Once a month or less,Once in a while,FALSE,Somewhat,FALSE,No,No,Somewhat,Very,No,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,Three times,FALSE,FALSE,0,0,2,1
891,891,3431975254,Female,> 60,"5'4""",FALSE,"$50,000 - $99,999",Graduate degree,East North Central,Once a year or less,Once in a while,TRUE,Somewhat,FALSE,Somewhat,No,Somewhat,Somewhat,No,No,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,Somewhat,Somewhat,Once,FALSE,FALSE,1,0,2,1
892,892,3431974147,Female,30-44,"5'1""",TRUE,"$50,000 - $99,999",Some college or Associate degree,Pacific,Once a year or less,Usually,TRUE,No,FALSE,Somewhat,Somewhat,Somewhat,Somewhat,No,No,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,Somewhat,Twice,FALSE,FALSE,1,0,1,1
893,893,3431971431,Male,18-29,"5'2""",FALSE,"$50,000 - $99,999",Bachelor degree,West South Central,Once a year or less,Once in a while,FALSE,Somewhat,FALSE,Somewhat,No,Very,Very,Somewhat,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,FALSE,FALSE,1,0,2,2
894,894,3431953153,Female,45-60,"6'0""",TRUE,"$50,000 - $99,999",Some college or Associate degree,West South Central,Once a month or less,Always,TRUE,No,FALSE,No,No,Somewhat,Very,No,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,FALSE,FALSE,1,0,1,1
895,895,3431951668,Female,18-29,"5'6""",FALSE,NA,Bachelor degree,Pacific,Once a month or less,Always,FALSE,Somewhat,FALSE,Somewhat,Somewhat,No,No,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Four times,TRUE,FALSE,1,1,2,1
896,896,3431949818,Female,30-44,"5'8""",FALSE,NA,Graduate degree,Pacific,Once a year or less,Always,FALSE,No,FALSE,No,No,No,No,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Four times,FALSE,FALSE,1,1,1,1
897,897,3431936484,Male,30-44,"6'1""",FALSE,"$50,000 - $99,999",Bachelor degree,New England,Once a year or less,Usually,TRUE,No,FALSE,No,No,Somewhat,Very,Somewhat,Very,Other (please specify),The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,TRUE,FALSE,1,0,1,2
898,898,3431936351,Female,30-44,"5'4""",FALSE,"$50,000 - $99,999",Some college or Associate degree,Pacific,Once a year or less,Never,TRUE,Very,TRUE,Very,Somewhat,No,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,FALSE,FALSE,1,0,3,1
899,899,3431932411,Female,30-44,"5'8""",FALSE,"$100,000 - $149,999",Graduate degree,South Atlantic,Once a month or less,Always,FALSE,No,FALSE,No,No,No,No,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Three times,FALSE,FALSE,1,0,1,1
900,900,3431921466,Male,30-44,"5'4""",TRUE,"$0 - $24,999",Some college or Associate degree,New England,Once a year or less,About half the time,TRUE,No,FALSE,No,No,No,Somewhat,No,Somewhat,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,More than five times times,FALSE,FALSE,1,0,1,2
901,901,3431912532,Male,45-60,"5'10""",FALSE,"$100,000 - $149,999",Graduate degree,Mountain,Once a year or less,Once in a while,FALSE,Somewhat,TRUE,No,No,Somewhat,Very,No,Somewhat,The arm rests should be shared,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,0,2,2
902,902,3431907216,Male,45-60,"5'11""",FALSE,NA,Graduate degree,Pacific,Once a year or less,Once in a while,TRUE,Very,TRUE,No,No,No,Somewhat,Very,Very,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Three times,TRUE,FALSE,1,1,3,2
903,903,3431906335,Female,18-29,NA,NA,"$50,000 - $99,999",Bachelor degree,West North Central,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,1
904,904,3431904312,Female,> 60,NA,NA,NA,Some college or Associate degree,New England,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,NA,1
905,905,3431897367,Male,> 60,"5'8""",FALSE,"$50,000 - $99,999",Graduate degree,Middle Atlantic,Once a year or less,Once in a while,FALSE,Somewhat,TRUE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,0,2,2
906,906,3431896498,Female,18-29,"5'5""",FALSE,"$25,000 - $49,999",Some college or Associate degree,Pacific,Once a year or less,Once in a while,TRUE,Somewhat,FALSE,No,No,Somewhat,Very,Very,Very,Other (please specify),Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Twice,FALSE,FALSE,1,0,2,1
907,907,3431895941,Male,45-60,"5'9""",TRUE,"$25,000 - $49,999",Some college or Associate degree,Pacific,Once a year or less,Always,FALSE,No,TRUE,No,No,No,Very,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,It is not okay to get up during flight,FALSE,FALSE,1,0,1,2
908,908,3431894372,Male,18-29,"5'8""",TRUE,NA,Bachelor degree,Middle Atlantic,A few times per month,Once in a while,TRUE,Somewhat,FALSE,No,No,Somewhat,Very,Very,Very,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,Somewhat,Somewhat,It is not okay to get up during flight,FALSE,FALSE,1,1,2,2
909,909,3431893642,Male,30-44,"5'8""",TRUE,NA,Some college or Associate degree,Pacific,Once a month or less,Always,FALSE,No,FALSE,No,No,No,Somewhat,No,Somewhat,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,1,1,2
910,910,3431888945,Female,18-29,"5'9""",FALSE,"$0 - $24,999",Bachelor degree,Mountain,Once a year or less,Never,TRUE,Very,TRUE,Very,Very,Somewhat,Very,Very,Very,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,FALSE,FALSE,1,0,3,1
911,911,3431888682,Female,30-44,NA,NA,"$25,000 - $49,999",High school degree,West South Central,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,NA,1
912,912,3431885678,Female,18-29,"5'6""",FALSE,"$0 - $24,999",Bachelor degree,East North Central,Once a year or less,Never,TRUE,Somewhat,TRUE,No,No,No,Somewhat,No,Very,Other (please specify),Other (please specify),Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,0,2,1
913,913,3431885172,Female,45-60,NA,NA,"$0 - $24,999",Some college or Associate degree,Pacific,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,1
914,914,3431885098,Male,18-29,"6'1""",FALSE,NA,Graduate degree,Pacific,Once a month or less,Usually,FALSE,No,FALSE,No,No,No,Somewhat,Very,Very,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Four times,FALSE,FALSE,1,1,1,2
915,915,3431883250,Female,45-60,"5'5""",TRUE,"$100,000 - $149,999",Graduate degree,Middle Atlantic,Once a year or less,Always,FALSE,No,FALSE,Somewhat,Somewhat,Somewhat,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,0,1,1
916,916,3431882220,Female,18-29,"5'9""",FALSE,"$0 - $24,999",Some college or Associate degree,Pacific,Once a year or less,Never,TRUE,Very,TRUE,Somewhat,Somewhat,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,Somewhat,No,Twice,FALSE,FALSE,1,0,3,1
917,917,3431878240,Female,> 60,"5'6""",FALSE,"$50,000 - $99,999",Bachelor degree,New England,Once a year or less,About half the time,TRUE,No,FALSE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Very,Twice,FALSE,FALSE,1,0,1,1
918,918,3431875832,NA,NA,"6'0""",FALSE,NA,NA,NA,Once a month or less,Always,FALSE,No,FALSE,No,No,Somewhat,Very,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,NA,6,1,NA
919,919,3431874935,Female,18-29,NA,NA,NA,High school degree,Pacific,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,NA,1
920,920,3431873790,Female,18-29,"6'0""",FALSE,"$25,000 - $49,999",High school degree,Pacific,Once a year or less,Always,FALSE,No,FALSE,No,No,Somewhat,Very,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,0,0,1,1
921,921,3431873661,NA,NA,NA,NA,NA,NA,NA,Once a month or less,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA
922,922,3431871050,Female,18-29,"5'1""",FALSE,NA,High school degree,South Atlantic,Once a month or less,Once in a while,TRUE,Somewhat,TRUE,No,No,Somewhat,Somewhat,No,Somewhat,The people in the aisle and window seats get both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Once,FALSE,FALSE,0,1,2,1
923,923,3431865276,Female,45-60,"5'7""",FALSE,NA,Graduate degree,East North Central,Once a month or less,Once in a while,FALSE,No,FALSE,Somewhat,Somewhat,Somewhat,Somewhat,No,No,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Once,FALSE,FALSE,1,1,1,1
924,924,3431864594,Female,45-60,"5'2""",FALSE,"$50,000 - $99,999",Some college or Associate degree,Pacific,Once a year or less,Once in a while,TRUE,Somewhat,TRUE,No,No,No,No,No,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,Somewhat,Four times,FALSE,FALSE,1,0,2,1
925,925,3431864204,Female,45-60,"5'3""",FALSE,"$25,000 - $49,999",Some college or Associate degree,Pacific,Once a year or less,About half the time,TRUE,Somewhat,FALSE,No,No,No,Somewhat,No,Somewhat,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,Very,Very,Three times,FALSE,FALSE,1,0,2,1
926,926,3431862283,Female,> 60,"5'9""",FALSE,NA,Graduate degree,East North Central,Once a month or less,Once in a while,TRUE,No,FALSE,No,No,No,No,No,Very,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,FALSE,FALSE,1,1,1,1
927,927,3431859028,Male,30-44,"6'3""",TRUE,NA,Bachelor degree,Pacific,Once a year or less,Usually,FALSE,No,FALSE,No,No,Somewhat,Very,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,TRUE,FALSE,1,1,1,2
928,928,3431857651,Female,30-44,"5'7""",TRUE,NA,Some college or Associate degree,Mountain,Once a year or less,Once in a while,TRUE,No,FALSE,No,No,Somewhat,Very,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,1,1,1
929,929,3431856354,Male,45-60,"5'11""",FALSE,"$50,000 - $99,999",Bachelor degree,New England,Once a year or less,About half the time,TRUE,No,FALSE,No,No,Somewhat,Somewhat,Somewhat,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Twice,FALSE,FALSE,1,0,1,2
930,930,3431853237,Female,18-29,"5'2""",FALSE,NA,Some college or Associate degree,Pacific,Once a year or less,Never,TRUE,Somewhat,TRUE,Somewhat,No,Somewhat,Very,Somewhat,Very,Whoever puts their arm on the arm rest first,Whoever puts their arm on the arm rest first,Everyone in the row should have some say,No,No,Twice,FALSE,FALSE,1,1,2,1
931,931,3431851037,Male,45-60,NA,NA,"$100,000 - $149,999",Some college or Associate degree,Pacific,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,2
932,932,3431848412,Female,45-60,"5'7""",FALSE,"$100,000 - $149,999",Some college or Associate degree,Pacific,Once a year or less,Usually,TRUE,Somewhat,FALSE,No,No,No,No,No,Somewhat,The person in the middle seat gets both arm rests,The arm rests should be shared,Everyone in the row should have some say,No,No,Four times,FALSE,FALSE,1,0,2,1
933,933,3431846827,Female,18-29,"5'1""",FALSE,NA,Bachelor degree,Pacific,Once a year or less,Always,TRUE,No,FALSE,Somewhat,Somewhat,Somewhat,Somewhat,No,Somewhat,Other (please specify),The arm rests should be shared,Everyone in the row should have some say,Somewhat,No,Four times,FALSE,FALSE,1,1,1,1
934,934,3431845651,Female,> 60,"5'6""",FALSE,"$100,000 - $149,999",Graduate degree,Pacific,Once a year or less,Usually,TRUE,No,FALSE,No,No,No,Somewhat,No,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Three times,FALSE,FALSE,1,0,1,1
935,935,3431844950,Male,18-29,"5'10""",FALSE,"$50,000 - $99,999",Bachelor degree,Pacific,Once a month or less,About half the time,FALSE,No,FALSE,No,No,No,Somewhat,No,Somewhat,The person in the middle seat gets both arm rests,Whoever puts their arm on the arm rest first,The person in the window seat should have exclusive control,No,No,Three times,TRUE,FALSE,1,0,1,2
936,936,3431844008,Male,45-60,"5'9""",FALSE,NA,Graduate degree,Pacific,A few times per month,Once in a while,TRUE,Very,FALSE,No,No,No,No,No,Very,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,Very,No,More than five times times,FALSE,FALSE,1,1,3,2
937,937,3431840082,Male,45-60,"5'8""",TRUE,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,Once a year or less,Usually,TRUE,No,FALSE,No,No,No,Somewhat,No,Somewhat,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,Somewhat,Three times,FALSE,FALSE,1,0,1,2
938,938,3431838216,Female,18-29,"5'6""",TRUE,"$0 - $24,999",Some college or Associate degree,East North Central,Once a year or less,Once in a while,FALSE,No,FALSE,No,No,No,Somewhat,No,No,The arm rests should be shared,The arm rests should be shared,The person in the window seat should have exclusive control,No,No,Twice,FALSE,FALSE,1,0,1,1
939,939,3431837847,Male,> 60,"5'9""",FALSE,"$100,000 - $149,999",Graduate degree,West South Central,Once a year or less,Once in a while,TRUE,Somewhat,TRUE,No,No,Somewhat,Very,No,Somewhat,The arm rests should be shared,The arm rests should be shared,Everyone in the row should have some say,No,No,Once,FALSE,FALSE,1,0,2,2
